"date","material_no","ch3_ship_to_code","volume_units","actual_sales_value"
"2021-01-21","76014493","5520563","696","36630.48"
"2021-01-27","76014493","5520563","696","36630.48"
"2021-01-04","76014493","5520875","12","902.28"
"2021-01-07","76014493","5520875","12","902.28"
"2021-01-14","76014493","5520875","12","902.28"
"2021-01-21","76014493","5520875","132","9925.08"
"2021-01-28","76014493","5520875","24","1804.56"
"2021-02-04","76014493","5520875","36","2706.84"
"2021-02-11","76014493","5520875","24","1804.56"
"2021-02-18","76014493","5520875","36","2706.84"
"2021-02-25","76014493","5520875","60","4511.4"
"2021-03-04","76014493","5520875","36","2706.84"
"2021-03-11","76014493","5520875","408","22089.12"
"2021-03-18","76014493","5520875","240","12993.6"
"2021-03-25","76014493","5520875","60","3248.4"
"2021-04-01","76014493","5520875","24","1894.8"
"2021-04-08","76014493","5520875","72","5684.4"
"2021-04-15","76014493","5520875","396","23447.16"
"2021-04-22","76014493","5520875","48","2526.72"
"2021-04-29","76014493","5520875","12","631.68"
"2021-05-06","76014493","5520875","24","1263.36"
"2021-05-20","76014493","5520875","264","20842.8"
"2021-06-04","76014493","5520875","144","11368.8"
"2021-06-10","76014493","5520875","384","22736.64"
"2021-06-17","76014493","5520875","168","9947.28"
"2021-06-25","76014493","5520875","72","3410.64"
"2021-07-01","76014493","5520875","468","22169.16"
"2021-07-15","76014493","5520875","12","568.44"
"2021-07-22","76014493","5520875","84","6631.8"
"2021-07-29","76014493","5520875","60","2842.2"
"2021-08-06","76014493","5520875","372","17621.64"
"2021-08-12","76014493","5520875","60","2842.2"
"2021-08-19","76014493","5520875","12","568.44"
"2021-08-27","76014493","5520875","84","6631.8"
"2021-09-02","76014493","5520875","48","3789.6"
"2021-09-09","76014493","5520875","48","2273.76"
"2021-09-16","76014493","5520875","444","21032.28"
"2021-09-23","76014493","5520875","24","1136.88"
"2021-09-30","76014493","5520875","108","8526.6"
"2021-10-15","76014493","5520875","516","30552.36"
"2021-10-21","76014493","5520875","12","710.52"
"2021-10-28","76014493","5520875","96","5684.16"
"2021-11-04","76014493","5520875","84","6631.8"
"2021-11-11","76014493","5520875","72","5684.4"
"2021-11-25","76014493","5520875","204","16105.8"
"2021-11-26","76014493","5520875","204","16105.8"
"2021-12-09","76014493","5520875","348","17859.36"
"2021-12-28","76014493","5520875","-204","-16105.8"
"2022-01-07","76014493","5520875","288","15917.76"
"2022-01-20","76014493","5520875","180","9948.6"
"2022-02-03","76014493","5520875","132","10421.4"
"2022-02-10","76014493","5520875","48","3789.6"
"2022-02-17","76014493","5520875","72","5684.4"
"2022-02-25","76014493","5520875","60","4737"
"2022-03-03","76014493","5520875","24","1894.8"
"2022-03-10","76014493","5520875","24","1326.48"
"2020-12-30","76014493","5520883","816","42946.08"
"2021-03-13","76014493","5520887","492","26636.88"
"2021-03-29","76014493","5520887","132","7146.48"
"2021-04-24","76014493","5520887","360","18950.4"
"2021-07-10","76014493","5520887","156","7389.72"
"2021-07-31","76014493","5520887","372","17621.64"
"2021-09-11","76014493","5520887","384","18190.08"
"2021-09-26","76014493","5520887","12","568.44"
"2021-10-09","76014493","5520887","264","15631.44"
"2021-10-18","76014493","5520887","528","31262.88"
"2021-12-04","76014493","5520887","132","6774.24"
"2021-12-11","76014493","5520887","264","13548.48"
"2022-03-12","76014493","5520887","156","8622.12"
"2022-03-19","76014493","5520887","84","4642.68"
"2022-04-02","76014493","5520887","156","8622.12"
"2022-04-09","76014493","5520887","204","17717.4"
"2022-04-13","76014493","5520887","120","11179.2"
"2022-04-23","76014493","5520887","60","5589.6"
"2022-04-30","76014493","5520887","108","10061.28"
"2022-05-07","76014493","5520887","84","8729.28"
"2022-05-14","76014493","5520887","60","6235.2"
"2022-05-21","76014493","5520887","24","2494.08"
"2022-05-28","76014493","5520887","60","6235.2"
"2022-06-04","76014493","5520887","96","9976.32"
"2022-06-11","76014493","5520887","24","2494.08"
"2022-06-18","76014493","5520887","36","3741.12"
"2022-06-25","76014493","5520887","36","3741.12"
"2022-07-02","76014493","5520887","12","1247.04"
"2022-07-09","76014493","5520887","84","8729.28"
"2022-07-16","76014493","5520887","36","3741.12"
"2022-07-23","76014493","5520887","36","3741.12"
"2022-07-30","76014493","5520887","72","7482.24"
"2022-08-06","76014493","5520887","144","16513.92"
"2021-03-09","76014493","5520888","444","24038.16"
"2021-03-24","76014493","5520888","252","13643.28"
"2021-04-27","76014493","5520888","648","34110.72"
"2021-05-04","76014493","5520888","156","8211.84"
"2021-05-25","76014493","5520888","144","11368.8"
"2021-06-08","76014493","5520888","84","4973.64"
"2021-06-15","76014493","5520888","36","2131.56"
"2021-06-22","76014493","5520888","96","5542.08"
"2021-06-29","76014493","5520888","792","37517.04"
"2021-07-06","76014493","5520888","96","4547.52"
"2021-07-13","76014493","5520888","36","1705.32"
"2021-07-20","76014493","5520888","108","5115.96"
"2021-07-27","76014493","5520888","108","5115.96"
"2021-08-03","76014493","5520888","732","34674.84"
"2021-08-10","76014493","5520888","84","3979.08"
"2021-08-17","76014493","5520888","12","568.44"
"2021-08-24","76014493","5520888","108","5115.96"
"2021-09-01","76014493","5520888","96","7579.2"
"2021-09-07","76014493","5520888","48","2273.76"
"2021-09-14","76014493","5520888","624","29558.88"
"2021-09-28","76014493","5520888","264","12505.68"
"2021-10-06","76014493","5520888","396","23447.16"
"2021-10-12","76014493","5520888","528","31262.88"
"2021-11-04","76014493","5520888","144","8526.24"
"2021-11-09","76014493","5520888","144","11368.8"
"2021-11-16","76014493","5520888","84","6631.8"
"2021-11-30","76014493","5520888","108","8526.6"
"2021-12-07","76014493","5520888","876","44956.32"
"2021-12-14","76014493","5520888","120","6158.4"
"2022-01-10","76014493","5520888","204","11275.08"
"2022-01-18","76014493","5520888","132","7295.64"
"2022-01-25","76014493","5520888","240","18948"
"2022-02-01","76014493","5520888","84","6631.8"
"2022-02-09","76014493","5520888","72","5684.4"
"2022-02-15","76014493","5520888","120","9474"
"2022-02-22","76014493","5520888","84","6631.8"
"2022-03-01","76014493","5520888","72","5684.4"
"2022-03-08","76014493","5520888","120","6632.4"
"2022-03-15","76014493","5520888","528","29182.56"
"2022-03-27","76014493","5520888","36","1989.72"
"2022-04-05","76014493","5520888","156","13548.6"
"2022-04-12","76014493","5520888","132","12297.12"
"2022-04-19","76014493","5520888","12","1117.92"
"2022-04-26","76014493","5520888","72","6707.52"
"2022-05-03","76014493","5520888","132","12297.12"
"2022-05-10","76014493","5520888","72","7482.24"
"2022-05-17","76014493","5520888","72","7482.24"
"2022-05-24","76014493","5520888","60","6235.2"
"2022-06-07","76014493","5520888","228","23693.76"
"2022-06-21","76014493","5520888","156","16211.52"
"2022-07-05","76014493","5520888","132","13717.44"
"2022-07-19","76014493","5520888","108","11223.36"
"2022-08-02","76014493","5520888","144","16513.92"
"2022-08-09","76014493","5520888","84","9633.12"
"2021-03-08","76014493","5520897","216","11694.24"
"2021-03-22","76014493","5520897","108","5847.12"
"2021-04-26","76014493","5520897","192","10106.88"
"2021-06-28","76014493","5520897","216","10231.92"
"2021-08-02","76014493","5520897","144","6821.28"
"2021-08-30","76014493","5520897","24","1894.8"
"2021-09-06","76014493","5520897","60","2842.2"
"2021-09-13","76014493","5520897","240","11368.8"
"2021-09-21","76014493","5520897","12","568.44"
"2021-09-27","76014493","5520897","24","1136.88"
"2021-10-04","76014493","5520897","132","7815.72"
"2021-10-12","76014493","5520897","192","11368.32"
"2021-10-18","76014493","5520897","24","1421.04"
"2021-10-26","76014493","5520897","12","710.52"
"2021-11-01","76014493","5520897","48","2842.08"
"2021-11-08","76014493","5520897","24","1894.8"
"2021-11-15","76014493","5520897","24","1894.8"
"2021-11-23","76014493","5520897","36","2842.2"
"2021-12-06","76014493","5520897","288","14780.16"
"2021-12-13","76014493","5520897","12","615.84"
"2022-01-17","76014493","5520897","72","3979.44"
"2022-01-24","76014493","5520897","84","6631.8"
"2022-02-01","76014493","5520897","36","2842.2"
"2022-02-07","76014493","5520897","36","2842.2"
"2022-02-14","76014493","5520897","60","4737"
"2022-02-21","76014493","5520897","36","2842.2"
"2022-03-07","76014493","5520897","36","1989.72"
"2022-03-14","76014493","5520897","96","5305.92"
"2022-03-28","76014493","5520897","24","1326.48"
"2022-04-04","76014493","5520897","108","9379.8"
"2022-04-11","76014493","5520897","12","1117.92"
"2022-04-18","76014493","5520897","24","2235.84"
"2022-04-24","76014493","5520897","24","2235.84"
"2021-01-28","76014493","5520898","348","26166.12"
"2021-02-04","76014493","5520898","12","902.28"
"2021-03-10","76014493","5520898","612","33133.68"
"2021-03-18","76014493","5520898","12","649.68"
"2021-03-25","76014493","5520898","228","12343.92"
"2021-04-01","76014493","5520898","120","6496.8"
"2021-04-08","76014493","5520898","36","2842.2"
"2021-04-15","76014493","5520898","12","947.4"
"2021-04-21","76014493","5520898","180","9475.2"
"2021-04-28","76014493","5520898","144","7580.16"
"2021-05-06","76014493","5520898","168","8843.52"
"2021-05-27","76014493","5520898","312","24632.4"
"2021-06-10","76014493","5520898","84","6631.8"
"2021-06-17","76014493","5520898","108","8526.6"
"2021-06-24","76014493","5520898","180","14211"
"2021-07-01","76014493","5520898","684","32401.08"
"2021-07-08","76014493","5520898","60","2842.2"
"2021-07-15","76014493","5520898","144","6821.28"
"2021-07-22","76014493","5520898","132","6252.84"
"2021-07-29","76014493","5520898","180","8526.6"
"2021-08-05","76014493","5520898","372","17621.64"
"2021-08-11","76014493","5520898","96","4547.52"
"2021-08-19","76014493","5520898","12","568.44"
"2021-08-25","76014493","5520898","168","7958.16"
"2021-09-02","76014493","5520898","84","6631.8"
"2021-09-09","76014493","5520898","156","7389.72"
"2021-09-16","76014493","5520898","516","24442.92"
"2021-09-23","76014493","5520898","120","5684.4"
"2021-10-01","76014493","5520898","48","2273.76"
"2021-10-07","76014493","5520898","300","17763"
"2021-10-14","76014493","5520898","432","25578.72"
"2021-10-21","76014493","5520898","108","6394.68"
"2021-10-29","76014493","5520898","72","4263.12"
"2021-11-04","76014493","5520898","180","14211"
"2021-11-11","76014493","5520898","84","6631.8"
"2021-11-18","76014493","5520898","72","5684.4"
"2021-11-25","76014493","5520898","156","12316.2"
"2021-12-02","76014493","5520898","240","18948"
"2021-12-09","76014493","5520898","252","12932.64"
"2021-12-16","76014493","5520898","168","8621.76"
"2022-01-11","76014493","5520898","252","13928.04"
"2022-01-20","76014493","5520898","180","9948.6"
"2022-01-26","76014493","5520898","312","24632.4"
"2022-02-02","76014493","5520898","84","6631.8"
"2022-02-09","76014493","5520898","156","12316.2"
"2022-02-17","76014493","5520898","120","9474"
"2022-02-25","76014493","5520898","120","9474"
"2022-03-02","76014493","5520898","120","9474"
"2022-03-09","76014493","5520898","12","663.24"
"2022-03-15","76014493","5520898","360","19897.2"
"2022-04-02","76014493","5520898","252","13928.04"
"2022-04-09","76014493","5520898","132","12297.12"
"2022-04-15","76014493","5520898","144","13415.04"
"2022-04-23","76014493","5520898","84","7825.44"
"2022-04-29","76014493","5520898","48","4471.68"
"2022-05-06","76014493","5520898","96","9976.32"
"2022-05-13","76014493","5520898","48","4988.16"
"2022-05-21","76014493","5520898","60","6235.2"
"2022-05-28","76014493","5520898","36","3741.12"
"2022-06-03","76014493","5520898","36","3741.12"
"2022-06-10","76014493","5520898","60","6235.2"
"2022-06-17","76014493","5520898","72","7482.24"
"2022-06-25","76014493","5520898","72","7482.24"
"2022-07-02","76014493","5520898","144","14964.48"
"2022-07-09","76014493","5520898","108","11223.36"
"2022-07-16","76014493","5520898","12","1247.04"
"2022-07-23","76014493","5520898","84","8729.28"
"2022-07-30","76014493","5520898","36","3741.12"
"2022-08-07","76014493","5520898","72","8256.96"
"2021-01-18","76014493","5520904","348","18315.24"
"2021-03-22","76014493","5520904","516","27157.08"
"2020-12-28","76014493","5520905","228","11999.64"
"2021-03-22","76014493","5520905","216","11368.08"
"2021-06-21","76014493","5520905","120","5684.4"
"2021-08-09","76014493","5520905","348","27474.6"
"2021-09-20","76014493","5520905","24","1231.68"
"2021-10-15","76014493","5520905","348","27474.6"
"2021-11-22","76014493","5520905","228","12601.56"
"2021-12-13","76014493","5520905","12","615.84"
"2022-01-17","76014493","5520905","348","27474.6"
"2022-02-07","76014493","5520905","348","27474.6"
"2022-02-14","76014493","5520905","168","9285.36"
"2021-03-24","76014493","5522323","360","18946.8"
"2021-06-24","76014493","5522323","480","22737.6"
"2021-09-25","76014493","5522323","732","37566.24"
"2022-02-16","76014493","5522323","252","13928.04"
"2021-01-06","76014493","5523164","348","18315.24"
"2021-01-20","76014493","5523164","348","18315.24"
"2021-02-03","76014493","5523164","348","18315.24"
"2021-02-24","76014493","5523164","348","26166.12"
"2021-03-23","76014493","5523164","1476","77681.88"
"2021-03-31","76014493","5523164","348","18315.24"
"2021-05-12","76014493","5523164","120","9474"
"2021-05-26","76014493","5523164","120","9474"
"2021-06-09","76014493","5523164","120","9474"
"2021-06-23","76014493","5523164","120","5684.4"
"2021-06-30","76014493","5523164","1008","47748.96"
"2021-07-03","76014493","5523164","120","5684.4"
"2021-07-10","76014493","5523164","120","5684.4"
"2021-07-22","76014493","5523164","-120","-5684.4"
"2021-07-28","76014493","5523164","240","11368.8"
"2021-08-11","76014493","5523164","360","28422"
"2021-09-08","76014493","5523164","120","6158.4"
"2021-09-15","76014493","5523164","120","6158.4"
"2021-09-22","76014493","5523164","1500","76980"
"2021-09-29","76014493","5523164","360","18475.2"
"2021-11-17","76014493","5523164","120","6632.4"
"2021-11-24","76014493","5523164","2040","161058"
"2022-01-06","76014493","5523164","240","18948"
"2022-01-13","76014493","5523164","120","9474"
"2022-01-20","76014493","5523164","240","18948"
"2022-01-26","76014493","5523164","240","18948"
"2022-02-16","76014493","5523164","456","25203.12"
"2022-02-23","76014493","5523164","240","18948"
"2022-03-08","76014493","5523164","240","13264.8"
"2022-03-30","76014493","5523164","120","10422"
"2021-03-24","76014493","5523173","732","38525.16"
"2021-06-25","76014493","5523173","456","21600.72"
"2021-08-09","76014493","5523173","696","54949.2"
"2021-09-06","76014493","5523173","348","27474.6"
"2021-09-22","76014493","5523173","624","32023.68"
"2021-10-11","76014493","5523173","348","17859.36"
"2021-11-16","76014493","5523173","348","19233.96"
"2021-11-24","76014493","5523173","516","40738.2"
"2022-01-10","76014493","5523173","696","54949.2"
"2022-01-24","76014493","5523173","348","27474.6"
"2022-01-31","76014493","5523173","348","27474.6"
"2022-02-06","76014493","5523173","348","27474.6"
"2022-02-14","76014493","5523173","348","27474.6"
"2022-02-14","76014493","5523173","276","15254.52"
"2021-01-05","76014493","5524795","696","36630.48"
"2021-03-21","76014493","5524795","468","24630.84"
"2021-06-20","76014493","5524795","840","39790.8"
"2021-09-19","76014493","5524795","768","39413.76"
"2022-02-11","76014493","5524795","108","5969.16"
"2020-12-28","76014493","5524967","1392","73260.96"
"2020-12-29","76014493","5524967","696","36630.48"
"2021-01-06","76014493","5524967","2088","109891.44"
"2021-01-13","76014493","5524967","4176","219782.88"
"2021-01-18","76014493","5524967","696","36630.48"
"2021-01-20","76014493","5524967","696","36630.48"
"2021-01-25","76014493","5524967","696","36630.48"
"2021-01-27","76014493","5524967","696","36630.48"
"2021-02-01","76014493","5524967","696","36630.48"
"2021-02-03","76014493","5524967","696","36630.48"
"2021-02-10","76014493","5524967","696","52332.24"
"2021-02-15","76014493","5524967","1392","104664.48"
"2021-02-17","76014493","5524967","696","52332.24"
"2021-02-22","76014493","5524967","696","52332.24"
"2021-02-24","76014493","5524967","2088","156996.72"
"2021-03-01","76014493","5524967","696","52332.24"
"2021-03-04","76014493","5524967","1392","104664.48"
"2021-03-10","76014493","5524967","1392","73260.96"
"2021-03-17","76014493","5524967","696","36630.48"
"2021-03-22","76014493","5524967","2796","147153.48"
"2021-03-26","76014493","5524967","696","36630.48"
"2021-03-29","76014493","5524967","2712","142732.56"
"2021-03-31","76014493","5524967","1392","73260.96"
"2021-04-12","76014493","5524967","1392","73260.96"
"2021-04-14","76014493","5524967","2088","109891.44"
"2021-04-19","76014493","5524967","1392","73260.96"
"2021-04-21","76014493","5524967","696","36630.48"
"2021-04-26","76014493","5524967","696","36630.48"
"2021-04-28","76014493","5524967","1392","73260.96"
"2021-05-02","76014493","5524967","696","36630.48"
"2021-05-06","76014493","5524967","696","36630.48"
"2021-05-13","76014493","5524967","1392","109898.4"
"2021-05-19","76014493","5524967","696","54949.2"
"2021-05-31","76014493","5524967","2088","164847.6"
"2021-06-02","76014493","5524967","2088","164847.6"
"2021-06-07","76014493","5524967","696","54949.2"
"2021-06-09","76014493","5524967","696","32969.52"
"2021-06-12","76014493","5524967","696","32969.52"
"2021-06-14","76014493","5524967","696","32969.52"
"2021-06-17","76014493","5524967","696","32969.52"
"2021-06-22","76014493","5524967","2004","94929.48"
"2021-06-23","76014493","5524967","696","32969.52"
"2021-07-07","76014493","5524967","696","32969.52"
"2021-07-14","76014493","5524967","696","32969.52"
"2021-07-26","76014493","5524967","2784","131878.08"
"2021-07-28","76014493","5524967","4872","384644.4"
"2021-08-04","76014493","5524967","2088","98908.56"
"2021-08-17","76014493","5524967","696","54949.2"
"2021-08-19","76014493","5524967","1392","109898.4"
"2021-08-23","76014493","5524967","1392","109898.4"
"2021-08-25","76014493","5524967","1392","109898.4"
"2021-08-29","76014493","5524967","696","54949.2"
"2021-09-02","76014493","5524967","1392","109898.4"
"2021-09-06","76014493","5524967","696","54949.2"
"2021-09-10","76014493","5524967","696","35718.72"
"2021-09-13","76014493","5524967","1392","71437.44"
"2021-09-15","76014493","5524967","2088","107156.16"
"2021-09-22","76014493","5524967","696","35718.72"
"2021-09-27","76014493","5524967","1392","109898.4"
"2021-09-27","76014493","5524967","2112","108387.84"
"2021-09-29","76014493","5524967","1392","109898.4"
"2021-10-04","76014493","5524967","696","54949.2"
"2021-10-11","76014493","5524967","4176","329695.2"
"2021-10-13","76014493","5524967","696","54949.2"
"2021-10-16","76014493","5524967","-696","-35718.72"
"2021-10-18","76014493","5524967","1392","109898.4"
"2021-10-21","76014493","5524967","696","54949.2"
"2021-10-27","76014493","5524967","696","54949.2"
"2021-11-03","76014493","5524967","696","54949.2"
"2021-11-07","76014493","5524967","696","54949.2"
"2021-11-10","76014493","5524967","2424","191374.8"
"2021-11-15","76014493","5524967","1392","76935.84"
"2021-11-22","76014493","5524967","696","35718.72"
"2021-11-24","76014493","5524967","1560","83472"
"2021-11-28","76014493","5524967","696","35718.72"
"2021-12-01","76014493","5524967","696","35718.72"
"2021-12-08","76014493","5524967","5568","285749.76"
"2022-01-07","76014493","5524967","8352","659390.4"
"2022-01-12","76014493","5524967","696","54949.2"
"2022-01-17","76014493","5524967","2088","164847.6"
"2022-01-19","76014493","5524967","2088","164847.6"
"2022-01-26","76014493","5524967","1392","109898.4"
"2022-02-01","76014493","5524967","1392","109898.4"
"2022-02-02","76014493","5524967","696","54949.2"
"2022-02-06","76014493","5524967","60","3316.2"
"2022-02-07","76014493","5524967","696","38467.92"
"2022-02-09","76014493","5524967","2088","115403.76"
"2022-02-11","76014493","5524967","1392","109898.4"
"2022-02-14","76014493","5524967","780","43110.6"
"2022-02-21","76014493","5524967","696","54949.2"
"2022-02-23","76014493","5524967","1392","109898.4"
"2022-03-07","76014493","5524967","1392","109898.4"
"2022-03-08","76014493","5524967","1392","76935.84"
"2022-03-14","76014493","5524967","864","47753.28"
"2022-03-16","76014493","5524967","1392","166900.8"
"2022-03-23","76014493","5524967","2784","241790.4"
"2022-03-30","76014493","5524967","696","60447.6"
"2022-04-04","76014493","5524967","696","60447.6"
"2022-04-11","76014493","5524967","1392","129678.72"
"2022-04-12","76014493","5524967","1392","129678.72"
"2020-12-30","76014493","5525076","1416","74524.08"
"2021-01-05","76014493","5525076","348","18315.24"
"2021-01-11","76014493","5525076","348","18315.24"
"2021-03-04","76014493","5525076","348","26166.12"
"2021-03-20","76014493","5525076","348","18315.24"
"2021-03-24","76014493","5525076","1332","70103.16"
"2021-04-02","76014493","5525076","348","18315.24"
"2021-05-14","76014493","5525076","348","18315.24"
"2021-07-02","76014493","5525076","1440","68212.8"
"2021-07-04","76014493","5525076","348","16484.76"
"2021-07-09","76014493","5525076","348","16484.76"
"2021-07-17","76014493","5525076","696","32969.52"
"2021-09-24","76014493","5525076","1320","67742.4"
"2021-10-01","76014493","5525076","396","20322.72"
"2021-10-15","76014493","5525076","24","1894.8"
"2021-11-13","76014493","5525076","36","2842.2"
"2021-11-19","76014493","5525076","144","7958.88"
"2021-11-21","76014493","5525076","564","31172.28"
"2021-11-27","76014493","5525076","348","17859.36"
"2021-12-03","76014493","5525076","696","35718.72"
"2022-01-14","76014493","5525076","348","27474.6"
"2022-01-21","76014493","5525076","696","54949.2"
"2022-02-04","76014493","5525076","1044","82423.8"
"2022-04-01","76014493","5525076","348","30223.8"
"2022-05-06","76014493","5525076","348","32419.68"
"2021-11-22","76014493","5525164","1992","157268.4"
"2021-03-24","76014493","5525568","1500","78945"
"2021-06-23","76014493","5525568","1128","53433.36"
"2021-09-22","76014493","5525568","1332","68358.24"
"2021-11-24","76014493","5525568","264","14591.28"
"2022-02-08","76014493","5525568","276","15254.52"
"2020-12-27","76014493","5526775","1884","99154.92"
"2021-03-21","76014493","5526775","1824","95997.12"
"2021-06-21","76014493","5526775","1656","78444.72"
"2021-09-28","76014493","5526775","1740","89296.8"
"2021-11-22","76014493","5526775","1008","55712.16"
"2022-02-14","76014493","5526775","1056","58365.12"
"2021-03-25","76014493","5526817","2460","129469.8"
"2021-06-24","76014493","5526817","2424","114824.88"
"2021-06-25","76014493","5526817","420","19895.4"
"2021-09-23","76014493","5526817","2988","153344.16"
"2021-11-18","76014493","5526817","552","30509.04"
"2022-02-10","76014493","5526817","792","43773.84"
"2020-12-27","76014493","5526868","1968","103575.84"
"2021-03-24","76014493","5526868","2028","106733.64"
"2021-06-26","76014493","5526868","1932","91518.84"
"2021-09-26","76014493","5526868","2004","102845.28"
"2021-11-24","76014493","5526868","840","46426.8"
"2022-02-12","76014493","5526868","1056","58365.12"
"2022-03-23","76014493","5526868","1248","68976.96"
"2020-12-28","76014493","5526936","900","47367"
"2021-01-17","76014493","5526936","348","18315.24"
"2021-01-25","76014493","5526936","348","18315.24"
"2021-02-14","76014493","5526936","348","26166.12"
"2021-02-28","76014493","5526936","348","26166.12"
"2021-03-22","76014493","5526936","876","46103.88"
"2021-03-28","76014493","5526936","348","18315.24"
"2021-05-03","76014493","5526936","348","18315.24"
"2021-06-14","76014493","5526936","348","16484.76"
"2021-06-24","76014493","5526936","720","34106.4"
"2021-08-02","76014493","5526936","348","27474.6"
"2021-08-18","76014493","5526936","348","27474.6"
"2021-08-30","76014493","5526936","348","27474.6"
"2021-09-12","76014493","5526936","348","17859.36"
"2021-09-22","76014493","5526936","804","41261.28"
"2021-10-08","76014493","5526936","696","54949.2"
"2021-11-22","76014493","5526936","576","31835.52"
"2021-11-23","76014493","5526936","348","17859.36"
"2021-12-05","76014493","5526936","348","17859.36"
"2022-01-10","76014493","5526936","696","54949.2"
"2022-01-17","76014493","5526936","348","27474.6"
"2022-01-24","76014493","5526936","348","27474.6"
"2022-02-06","76014493","5526936","348","19233.96"
"2022-02-14","76014493","5526936","288","15917.76"
"2022-03-07","76014493","5526936","348","27474.6"
"2022-03-28","76014493","5526936","348","30223.8"
"2022-04-04","76014493","5526936","696","60447.6"
"2021-03-24","76014493","5527150","216","11368.08"
"2021-06-24","76014493","5527150","408","19326.96"
"2021-08-24","76014493","5527150","348","27474.6"
"2021-09-22","76014493","5527150","432","22170.24"
"2021-10-06","76014493","5527150","348","27474.6"
"2021-11-23","76014493","5527150","96","5305.92"
"2022-01-09","76014493","5527150","348","27474.6"
"2022-02-02","76014493","5527150","348","27474.6"
"2022-02-16","76014493","5527150","168","9285.36"
"2022-03-16","76014493","5527150","144","7958.88"
"2022-03-30","76014493","5527150","348","30223.8"
"2022-08-03","76014493","5527150","348","39908.64"
"2020-12-29","76014493","5527247","108","5684.04"
"2021-01-19","76014493","5527247","348","18315.24"
"2021-02-09","76014493","5527247","348","26166.12"
"2021-03-23","76014493","5527247","492","25893.96"
"2021-05-18","76014493","5527247","348","27474.6"
"2021-06-24","76014493","5527247","396","18758.52"
"2021-07-29","76014493","5527247","348","16484.76"
"2021-09-22","76014493","5527247","816","41877.12"
"2021-11-23","76014493","5527247","456","25203.12"
"2022-02-16","76014493","5527247","84","4642.68"
"2020-12-30","76014493","5527272","576","30314.88"
"2021-03-24","76014493","5527272","960","50524.8"
"2021-06-23","76014493","5527272","1068","50591.16"
"2021-09-22","76014493","5527272","1224","62815.68"
"2021-11-24","76014493","5527272","1320","72956.4"
"2022-02-09","76014493","5527272","648","35814.96"
"2022-03-14","76014493","5527272","396","21886.92"
"2021-06-01","76014493","5527476","60","4737"
"2021-06-09","76014493","5527476","1332","78867.72"
"2021-06-15","76014493","5527476","264","15631.44"
"2021-06-22","76014493","5527476","132","6252.84"
"2021-06-29","76014493","5527476","36","1705.32"
"2021-07-06","76014493","5527476","12","568.44"
"2021-07-13","76014493","5527476","36","1705.32"
"2021-07-27","76014493","5527476","48","2273.76"
"2021-08-03","76014493","5527476","60","4737"
"2021-08-10","76014493","5527476","96","4547.52"
"2021-08-17","76014493","5527476","84","6631.8"
"2021-08-24","76014493","5527476","60","4737"
"2021-09-07","76014493","5527476","84","3979.08"
"2021-09-14","76014493","5527476","24","1136.88"
"2021-09-21","76014493","5527476","24","1894.8"
"2021-09-28","76014493","5527476","684","54001.8"
"2021-10-05","76014493","5527476","192","11368.32"
"2021-10-12","76014493","5527476","228","13499.88"
"2021-10-19","76014493","5527476","144","8526.24"
"2021-10-26","76014493","5527476","96","5684.16"
"2021-11-02","76014493","5527476","96","7579.2"
"2021-11-08","76014493","5527476","12","947.4"
"2021-11-09","76014493","5527476","-192","-11368.32"
"2021-11-15","76014493","5527476","156","12316.2"
"2021-11-23","76014493","5527476","24","1894.8"
"2021-11-30","76014493","5527476","24","1894.8"
"2022-01-06","76014493","5527476","240","13264.8"
"2022-01-18","76014493","5527476","204","11275.08"
"2022-01-27","76014493","5527476","108","8526.6"
"2022-02-01","76014493","5527476","48","3789.6"
"2022-03-08","76014493","5527476","36","2842.2"
"2022-03-15","76014493","5527476","60","4737"
"2022-03-22","76014493","5527476","48","4168.8"
"2022-03-29","76014493","5527476","24","1326.48"
"2022-04-05","76014493","5527476","12","1117.92"
"2022-04-11","76014493","5527476","60","5589.6"
"2022-04-19","76014493","5527476","24","2235.84"
"2022-04-26","76014493","5527476","12","1117.92"
"2022-05-03","76014493","5527476","48","4988.16"
"2022-05-10","76014493","5527476","36","3741.12"
"2022-05-17","76014493","5527476","36","3741.12"
"2022-05-24","76014493","5527476","24","2494.08"
"2022-06-14","76014493","5527476","36","3741.12"
"2021-01-30","76014493","5527651","348","18315.24"
"2021-02-03","76014493","5527651","696","52332.24"
"2021-02-13","76014493","5527651","348","26166.12"
"2021-02-20","76014493","5527651","348","26166.12"
"2021-03-03","76014493","5527651","348","26166.12"
"2021-03-04","76014493","5527651","-348","-18315.24"
"2021-03-13","76014493","5527651","696","36630.48"
"2021-03-24","76014493","5527651","2040","107365.2"
"2021-04-03","76014493","5527651","348","18315.24"
"2021-04-14","76014493","5527651","348","18315.24"
"2021-04-17","76014493","5527651","348","18315.24"
"2021-04-24","76014493","5527651","348","18315.24"
"2021-05-01","76014493","5527651","348","18315.24"
"2021-05-05","76014493","5527651","348","18315.24"
"2021-05-29","76014493","5527651","1044","82423.8"
"2021-06-19","76014493","5527651","348","16484.76"
"2021-06-23","76014493","5527651","1680","79581.6"
"2021-06-26","76014493","5527651","348","16484.76"
"2021-08-04","76014493","5527651","1740","137373"
"2021-08-07","76014493","5527651","696","54949.2"
"2021-08-25","76014493","5527651","348","27474.6"
